-11.64,1.37,10
-10.71,-0.95,10
-12.22,0.62,10
-10.64,0.57,10
-10.93,0.41,10
-11.43,0.62,10
-13.04,1.65,10
-9.74,-0.11,10
-10.69,-1.03,10
-10.95,-0.37,10
-11.04,1.41,10
-11.99,0.33,10
-9.75,1.04,10
-9.69,1.27,10
-10.24,0.13,10
-9.84,-0.18,10
-11.56,-1.1,10
-13.34,1.65,10
-10.35,-1.05,10
-11.92,1.42,10
-13.35,-1.19,9
-10.4,-0.58,10
-11.87,-0.02,10
-10.62,-1.66,10
-10.73,-0.57,10
-12.86,-0.97,9
-10.38,-0.43,10
-9.63,-1.21,10
-12.67,1.68,10
-10.83,0,10
-11.1,0.29,10
-9.78,-1.14,10
-9.8,1.11,10
-10.97,0.73,10
-9.59,-0.87,10
-12.25,1.35,10
-11.72,-1.82,10
-9.69,0.46,10
-10.09,-1.03,10
-12.67,-1.27,9
-9.43,-0.86,10
-12.62,0.78,10
-10.74,0.53,10
-10.74,-1.52,10
-9.07,0.08,10
-13.53,-0.73,9
-10.37,-1.61,10
-12.09,1.71,10
-11.46,0.73,10
-9.31,0.03,10
7.18,9.04,4
5.82,8.79,4
6.97,11.86,4
5.75,9.03,4
6.76,9.48,4
9.28,10.41,4
8.22,11.69,4
6.59,8.8,4
8.38,8.71,4
5.71,9.23,4
9.12,10.29,4
10.22,10.54,4
6.78,10.07,4
6.6,10.11,4
8.04,8.51,4
6.1,9.34,4
10.67,9.58,4
6.43,9.5,4
5.38,9.55,4
6.54,10.07,4
5.82,10.07,4
10.18,9.18,4
5.36,10.12,4
7.81,8.68,4
5.62,9.1,4
8.48,8.95,4
7.79,10.12,4
9.36,9.48,4
8.27,9.74,4
10,10.04,4
5.5,10.49,4
9.76,8.47,4
7.58,11.9,4
10.5,10.88,4
10.23,9.9,4
7.6,11.41,4
6.87,9.26,4
8.05,8.02,4
6.38,11.31,4
6.59,8.6,4
5.89,9.83,4
10.9,9.58,4
10.84,10.42,4
10.08,9.68,4
8.17,10.86,4
10.35,9.36,4
6.01,9.17,4
9.6,11.25,4
6.51,9.79,4
9.25,8.77,4
12.4,3.31,1
15.47,2.23,1
15.06,1.62,1
12.71,3.93,1
17.59,2.61,1
13.96,3.05,1
17.51,2.37,1
13.47,3.63,1
16.56,3.13,1
13.99,1.71,1
17.04,1.81,1
14.35,4.39,1
16.72,3.98,1
16.15,1.92,1
17.87,2.99,1
13.09,2.1,1
17.26,2.16,1
15.78,4.6,1
13,2.13,1
13.77,1.46,1
14.89,2.92,1
17.43,3.72,1
17.77,2.69,1
16.98,2.6,1
17.39,3.18,1
14.65,4.43,1
12.7,3.55,1
15.68,3.58,1
13.03,2.59,1
16.16,4.09,1
13.04,2.97,1
15.04,1.1,1
13.68,3.41,1
16.19,4.36,1
16.9,3.12,1
16.3,3.44,1
14.04,4.03,1
16.58,2.88,1
16.22,4.05,1
13.37,1.83,1
13.34,1.34,1
17,2.2,1
16.35,3.61,1
16.19,1.98,1
13.54,4.16,1
16.45,1.48,1
16.57,2.9,1
17.15,1.95,1
16.5,3.1,1
13.45,4.22,1
-17.15,-1.94,9
-15.84,-4.15,9
-15.42,-1.77,9
-15.88,-4.2,9
-16.26,-3.35,9
-13.71,-3.24,9
-15.19,-1.71,9
-17.64,-3.9,9
-15.82,-3.47,9
-13.85,-4.61,9
-13.01,-3.64,9
-15.98,-3.49,9
-17.27,-4.29,9
-15.09,-3.65,9
-16.18,-2.44,9
-16.13,-1.47,9
-12.34,-2.87,9
-14.55,-4.11,9
-16.81,-3.41,9
-15.8,-3.63,9
-14.44,-1.84,9
-17.78,-3.31,9
-14.9,-4.27,9
-17.2,-4.32,9
-13.01,-3.99,9
-13.74,-2.83,9
-12.18,-2.92,9
-14.23,-2.26,9
-16.51,-3.37,9
-13.42,-2.78,9
-14.31,-2.18,9
-13.63,-4.24,9
-16.18,-3.5,9
-14.46,-2.32,9
-15.08,-4,9
-16.1,-3.55,9
-15.69,-1.1,9
-17.39,-3.1,9
-15.85,-1.94,9
-15.74,-3.54,9
-14.06,-1.3,9
-15.92,-4.38,9
-12.78,-2.33,9
-13.12,-3.82,9
-12.94,-3.46,9
-17.66,-2.42,9
-13.37,-1.88,9
-14.38,-2.81,9
-16.39,-2.04,9
-13.94,-4.29,9
-5.1,2.07,8
-9.66,2.24,8
-6.91,2.66,8
-7.19,3.22,8
-5.2,2.76,8
-7.76,1.88,8
-4.65,4.2,8
-4.36,2.86,8
-7.5,4.16,8
-9.62,2.82,8
-7.37,2.25,8
-4.58,3.41,8
-7.8,1.62,8
-9.26,2.93,8
-9.11,2.78,8
-5.27,3.19,8
-4.36,3.25,8
-4.55,2.85,8
-9.05,2.72,8
-7.46,1.85,8
-7.71,2.2,8
-4.48,2.9,8
-8.91,3.16,8
-8.7,4.34,8
-9.77,3.49,8
-8.36,3.63,8
-9.3,2.03,8
-6.03,3.55,8
-5.5,2.07,8
-8.12,2.91,8
-6.83,2.15,8
-5.19,2.13,8
-8.37,1.31,8
-7.15,4.51,8
-7.81,3.17,8
-7.97,3.8,8
-7.31,1.38,8
-5.07,3.48,8
-5.3,3.19,8
-9.83,2.83,8
-7.1,5,8
-4.93,3,8
-5.28,4.25,8
-6.12,1.61,8
-6.61,1.17,8
-6.19,2.09,8
-8.57,3.76,8
-8.44,2.62,8
-7.33,1.8,8
-6.85,4.63,8
